index,original,predict
634,0,0
635,1,1
636,0,0
637,0,1
638,0,0
639,0,0
640,0,0
641,1,1
642,0,0
643,1,0
644,1,1
645,1,1
646,0,0
647,1,1
648,0,0
649,1,0
650,0,0
651,1,0
652,0,0
653,1,0
654,0,0
655,0,1
656,0,0
657,0,0
658,0,0
659,0,1
660,1,0
661,0,0
662,0,0
663,0,0
664,1,0
665,0,0
666,0,0
667,0,0
668,0,0
669,1,0
670,1,1
671,0,1
672,0,0
673,1,1
674,0,0
675,0,0
676,0,0
677,1,0
678,0,0
679,1,1
680,0,0
681,1,1
682,0,0
683,0,0
684,0,0
685,0,0
686,0,0
687,0,0
688,0,0
689,1,1
690,1,1
691,1,1
692,1,0
693,0,0
694,0,0
695,0,0
696,0,0
697,1,0
698,0,1
699,0,0
700,1,1
701,1,1
702,0,0
703,0,0
704,0,0
705,0,0
706,1,1
707,1,1
708,1,1
709,1,0
710,1,1
711,0,0
712,1,1
713,0,0
714,0,0
715,0,0
716,1,1
717,1,0
718,0,0
719,0,0
720,1,1
721,0,0
722,0,0
723,0,1
724,1,1
725,0,0
726,1,0
727,1,0
728,0,0
729,0,0
730,1,0
731,0,0
732,0,0
733,0,0
734,0,0
735,0,0
736,0,0
737,1,1
738,0,0
739,0,0
740,1,0
741,0,1
742,1,1
743,0,0
744,1,0
745,0,0
746,0,0
747,1,0
748,0,1
749,0,0
750,1,1
751,1,0
752,0,0
753,0,0
754,1,0
755,1,1
756,0,0
757,0,0
758,0,0
759,1,1
760,0,0
761,0,0
762,1,0
763,1,1
764,0,0
765,1,1
766,0,0
767,0,0
768,0,0
769,0,0
770,0,0
771,0,0
772,0,0
773,0,0
774,1,0
775,0,0
776,0,0
777,1,1
778,0,0
779,1,1
780,1,1
781,1,1
782,0,0
783,0,0
784,0,0
785,0,0
786,1,0
787,0,0
788,1,1
789,0,0
790,0,0
791,0,0
792,0,0
793,0,0
794,0,0
795,0,0
796,1,1
797,1,0
798,0,0
799,0,0
800,0,0
801,1,1
802,1,1
803,1,1
804,1,1
805,0,0
806,0,1
807,0,0
808,0,0
809,1,1
810,0,0
811,0,0
812,0,0
813,0,0
814,0,0
815,0,0
816,0,0
817,0,1
818,0,0
819,0,0
820,1,1
821,1,1
822,0,1
823,1,1
824,0,0
825,0,0
826,0,0
827,1,1
828,1,0
829,1,1
830,1,1
831,1,1
832,0,0
833,0,0
834,0,0
835,1,1
836,0,0
837,0,0
838,1,0
839,1,0
840,0,0
841,0,0
842,1,1
843,0,0
844,0,0
845,0,0
846,0,0
847,0,0
848,0,1
849,1,0
850,0,1
851,0,0
852,0,0
853,1,1
854,0,0
855,1,0
856,1,1
857,1,1
858,1,0
859,0,0
860,0,0
861,0,0
862,1,1
863,0,0
864,0,1
865,1,1
866,1,0
867,0,1
868,0,0
869,1,1
870,0,0
871,1,0
872,0,1
873,0,0
874,1,1
875,1,1
876,0,0
877,0,0
878,0,0
879,1,1
880,1,0
881,0,0
882,0,0
883,0,1
884,0,0
885,0,0
886,0,0
887,1,1
888,0,0
889,1,1
890,0,0
