Day,Appeal,Device,LS/RT/AT,Media,Structure/Menu,Recency/Segment,Impressions,Clicks,CV,Media Cost Margin,Google_position,Yahoo!_Position
30-Sep-17,03_口座開設一般,SP,RT,YDN,S1.TOPページ離脱,4日～7日,2324,1,,190,NaN,NaN
30-Sep-17,00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,8日～15日,14348,2,,508,NaN,NaN
30-Sep-17,04_海外での利用,SP,RT,YDN,S1.TOPページ離脱,4日～7日,5984,14,,2021,NaN,NaN
30-Sep-17,04_海外での利用,SP,Listing,Yahoo!,-,-,345,2,,292,NaN,1.88
30-Sep-17,04_海外での利用,SP,Listing,Google,-,-,930,26,,6085,2.42,NaN
30-Sep-17,06_外貨預金,PC,RT,GDN,S2.コンテンツ離脱,-,18886,16,,2856,NaN,NaN
30-Sep-17,04_海外での利用,PC,RT,YDN,S1.TOPページ離脱,4日～7日,18193,6,,995,NaN,NaN
30-Sep-17,04_海外での利用,SP,RT,GDN,S2.コンテンツ離脱,-,94034,208,,25352,NaN,NaN
30-Sep-17,04_海外での利用,PC,Listing,Google,-,-,1669,17,,5903,3.22,NaN
30-Sep-17,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,28616,8,,1930,NaN,NaN
30-Sep-17,03_口座開設一般,SP,RT,GDN,S2.コンテンツ離脱,-,51915,88,,15347,NaN,NaN
30-Sep-17,06_外貨預金,SP,RT,GDN,S2.コンテンツ離脱,-,62982,68,,10783,NaN,NaN
30-Sep-17,06_外貨預金,PC,RT,GDN,S4.申込フォーム離脱,-,3816,5,,1475,NaN,NaN
30-Sep-17,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,4806,2,,376,NaN,NaN
30-Sep-17,04_海外での利用,PC,RT,GDN,S2.コンテンツ離脱,-,95390,155,,28583,NaN,NaN
30-Sep-17,06_外貨預金,SP,RT,YDN,S1.TOPページ離脱,8日～15日,2542,4,,538,NaN,NaN
30-Sep-17,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,16256,32,,3160,NaN,NaN
30-Sep-17,06_外貨預金,SP,RT,GDN,S4.申込フォーム離脱,-,10041,10,,2999,NaN,NaN
30-Sep-17,04_海外での利用,PC,Listing,Yahoo!,-,-,529,4,,600,NaN,4.28
30-Sep-17,03_口座開設一般,PC,RT,GDN,S2.コンテンツ離脱,-,22469,24,,5284,NaN,NaN
30-Sep-17,06_外貨預金,PC,RT,YDN,S1.TOPページ離脱,4日～7日,21174,1,,385,NaN,NaN
30-Sep-17,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,3591,1,,662,NaN,NaN
30-Sep-17,,,,,,,,,,,NaN,NaN
30-Sep-17,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,3812,4,,180,NaN,NaN
30-Sep-17,02_指名関連,PC,Listing,Yahoo!,-,-,4378,26,1,5651,NaN,2.62
30-Sep-17,00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,6947,4,,1548,NaN,NaN
30-Sep-17,02_指名関連,SP,Listing,Yahoo!,-,-,3492,23,,7048,NaN,1.7
30-Sep-17,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,31545,5,,1594,NaN,NaN
30-Sep-17,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,2871,12,,1487,NaN,NaN
30-Sep-17,04_海外での利用,SP,RT,YDN,S1.TOPページ離脱,8日～15日,7650,12,,1133,NaN,NaN
30-Sep-17,03_口座開設一般,SP,RT,YDN,S2.コンテンツ離脱,4日～7日,3666,8,,698,NaN,NaN
30-Sep-17,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,7004,0,,0,NaN,NaN
30-Sep-17,04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,1日～3日,13654,46,,3208,NaN,NaN
30-Sep-17,04_海外での利用,PC,RT,YDN,S2.コンテンツ離脱,1日～3日,21085,10,1,1798,NaN,NaN
30-Sep-17,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,6219,10,,1333,NaN,NaN
30-Sep-17,00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,2410,3,,1234,NaN,NaN
30-Sep-17,04_海外での利用,SP,AT,YDN,ST,-,68128,124,,3784,NaN,NaN
30-Sep-17,04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,2989,0,,0,NaN,NaN
30-Sep-17,00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,851,0,,0,NaN,NaN
30-Sep-17,04_海外での利用,PC,AT,YDN,ST,-,11833,1,,37,NaN,NaN
30-Sep-17,00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,495,1,,1258,NaN,NaN
30-Sep-17,03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,396,1,,48,NaN,NaN
30-Sep-17,04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,3103,4,,1688,NaN,NaN
30-Sep-17,05_海外への送金,SP,Listing,Google,-,-,629,20,,6360,1.87,NaN
30-Sep-17,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,3413,8,,1110,NaN,NaN
30-Sep-17,04_海外での利用,PC,RT,YDN,S2.コンテンツ離脱,8日～15日,21722,8,,2222,NaN,NaN
30-Sep-17,03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,316,0,,0,NaN,NaN
30-Sep-17,00_手数料無料,SP,RT,GDN,S2.コンテンツ離脱,-,5576,9,,972,NaN,NaN
30-Sep-17,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,14785,8,,2600,NaN,NaN
30-Sep-17,00_手数料無料,PC,AT,YDN,-,-,7218,3,,166,NaN,NaN
30-Sep-17,00_手数料無料,PC,RT,GDN,S2.コンテンツ離脱,-,3994,1,,202,NaN,NaN
30-Sep-17,00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,16日～30日,11575,1,,290,NaN,NaN
30-Sep-17,00_手数料無料,SP,AT,YDN,-,-,27205,47,,5231,NaN,NaN
30-Sep-17,04_海外での利用,SP,RT,GDN,S3.口座開設詳細離脱,-,47102,51,,11870,NaN,NaN
30-Sep-17,06_外貨預金,SP,RT,GDN,S1.TOPページ離脱,-,5646,5,,546,NaN,NaN
30-Sep-17,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,1464,4,,257,NaN,NaN
30-Sep-17,03_口座開設一般,SP,RT,GDN,S4.申込フォーム離脱,-,7065,12,,4721,NaN,NaN
30-Sep-17,03_口座開設一般,SP,RT,YDN,S1.TOPページ離脱,31日～90日,3264,5,,553,NaN,NaN
30-Sep-17,04_海外での利用,PC,RT,YDN,S2.コンテンツ離脱,31日～90日,38367,5,,1160,NaN,NaN
30-Sep-17,03_口座開設一般,PC,RT,GDN,S4.申込フォーム離脱,-,4299,5,,3490,NaN,NaN
30-Sep-17,04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,31日～90日,31028,78,,7817,NaN,NaN
30-Sep-17,06_外貨預金,PC,RT,GDN,S1.TOPページ離脱,-,5771,0,,0,NaN,NaN
30-Sep-17,04_海外での利用,PC,RT,GDN,S3.口座開設詳細離脱,-,58364,91,,23312,NaN,NaN
30-Sep-17,04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,8日～15日,21163,40,,2818,NaN,NaN
30-Sep-17,02_指名関連,SP,Listing,Google,-,-,11355,249,4,93803,1.76,NaN
30-Sep-17,00_手数料無料,SP,RT,GDN,S4.申込フォーム離脱,-,988,1,,614,NaN,NaN
30-Sep-17,06_外貨預金,SP,RT,YDN,S1.TOPページ離脱,4日～7日,2667,1,,174,NaN,NaN
30-Sep-17,06_外貨預金,SP,Listing,Yahoo!,-,-,88,0,,0,NaN,2.51
30-Sep-17,02_指名関連,PC,Listing,Google,-,-,3894,56,2,30334,1.54,NaN
30-Sep-17,00_手数料無料,PC,RT,GDN,S4.申込フォーム離脱,-,754,0,,0,NaN,NaN
30-Sep-17,00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,814,0,,0,NaN,NaN
30-Sep-17,00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,4日～7日,10728,2,,433,NaN,NaN
30-Sep-17,03_口座開設一般,SP,RT,YDN,S1.TOPページ離脱,8日～15日,2705,4,,491,NaN,NaN
30-Sep-17,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,2495,3,,287,NaN,NaN
30-Sep-17,06_外貨預金,PC,Listing,Yahoo!,-,-,109,1,,350,NaN,4.27
30-Sep-17,00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,1日～3日,17920,3,,1303,NaN,NaN
30-Sep-17,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,2821,4,,316,NaN,NaN
30-Sep-17,04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,16日～30日,31043,88,,7036,NaN,NaN
30-Sep-17,01_指名,PC,Listing,Google,-,-,1017,84,1,7291,1.02,NaN
30-Sep-17,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,2128,5,,563,NaN,NaN
30-Sep-17,03_口座開設一般,SP,RT,YDN,S1.TOPページ離脱,16日～30日,3273,3,,158,NaN,NaN
30-Sep-17,01_指名,SP,Listing,Google,-,-,963,108,1,7931,1,NaN
30-Sep-17,04_海外での利用,PC,RT,YDN,S2.コンテンツ離脱,16日～30日,32012,12,,2353,NaN,NaN
30-Sep-17,04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,1086,1,,631,NaN,NaN
30-Sep-17,05_海外への送金,PC,Listing,Google,-,-,409,12,,4654,1.97,NaN
30-Sep-17,06_外貨預金,SP,AT,GDN,-,-,2,0,,0,NaN,NaN
30-Sep-17,00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,1891,0,,0,NaN,NaN
30-Sep-17,00_手数料無料,SP,RT,GDN,S3.口座開設詳細離脱,-,2968,4,,950,NaN,NaN
30-Sep-17,03_口座開設一般,PC,RT,GDN,S1.TOPページ離脱,-,6026,0,,0,NaN,NaN
30-Sep-17,00_手数料無料,PC,RT,GDN,S3.口座開設詳細離脱,-,2045,2,,486,NaN,NaN
30-Sep-17,04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,1179,0,,0,NaN,NaN
30-Sep-17,07_投資信託,SP,Listing,Google,-,-,257,2,,331,2.5,NaN
30-Sep-17,06_外貨預金,PC,RT,YDN,S2.コンテンツ離脱,16日～30日,42858,6,,1272,NaN,NaN
30-Sep-17,06_外貨預金,SP,RT,YDN,S2.コンテンツ離脱,16日～30日,11021,20,,1799,NaN,NaN
30-Sep-17,03_口座開設一般,SP,RT,GDN,S1.TOPページ離脱,-,3401,0,,0,NaN,NaN
30-Sep-17,03_口座開設一般,SP,Listing,Google,-,-,5797,297,1,81768,1.59,NaN
30-Sep-17,03_口座開設一般,SP,Listing,Yahoo!,-,-,4629,14,,5494,NaN,2.09
30-Sep-17,07_投資信託,PC,Listing,Yahoo!,-,-,15,0,,0,NaN,10.53
30-Sep-17,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,3302,4,,1016,NaN,NaN
30-Sep-17,03_口座開設一般,PC,Listing,Google,-,-,2395,61,1,22484,1.86,NaN
30-Sep-17,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,776,2,,163,NaN,NaN
30-Sep-17,07_投資信託,SP,Listing,Yahoo!,-,-,3,0,,0,NaN,1.7
30-Sep-17,03_口座開設一般,SP,AT,YDN,-,-,9124,12,,335,NaN,NaN
30-Sep-17,03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,1278,1,,760,NaN,NaN
30-Sep-17,06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,390,1,,674,NaN,NaN
30-Sep-17,04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,3837,1,,978,NaN,NaN
30-Sep-17,03_口座開設一般,PC,Listing,Yahoo!,-,-,5770,21,,5611,NaN,3.04
30-Sep-17,04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,1634,0,,0,NaN,NaN
30-Sep-17,04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,3421,6,,1802,NaN,NaN
30-Sep-17,00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,31日～90日,14583,2,,269,NaN,NaN
30-Sep-17,04_海外での利用,SP,AT,GDN,CT,-,7,0,,0,NaN,NaN
30-Sep-17,04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,2054,10,,1994,NaN,NaN
30-Sep-17,04_海外での利用,PC,AT,GDN,CT,-,6,0,,0,NaN,NaN
30-Sep-17,06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,999,0,,0,NaN,NaN
30-Sep-17,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,621,2,,197,NaN,NaN
30-Sep-17,06_外貨預金,PC,RT,YDN,S1.TOPページ離脱,1日～3日,34722,3,,1061,NaN,NaN
30-Sep-17,03_口座開設一般,SP,RT,YDN,S2.コンテンツ離脱,16日～30日,9189,11,,722,NaN,NaN
30-Sep-17,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,11311,2,,106,NaN,NaN
30-Sep-17,06_外貨預金,SP,RT,YDN,S1.TOPページ離脱,1日～3日,3048,10,,1252,NaN,NaN
30-Sep-17,04_海外での利用,SP,RT,YDN,S1.TOPページ離脱,16日～30日,8443,9,,918,NaN,NaN
30-Sep-17,07_投資信託,PC,Listing,Google,-,-,66,1,,121,3.73,NaN
30-Sep-17,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,9272,20,,1856,NaN,NaN
30-Sep-17,00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,2172,0,,0,NaN,NaN
30-Sep-17,00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,8日～15日,12340,3,,719,NaN,NaN
30-Sep-17,00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,1日～3日,10936,6,,1144,NaN,NaN
30-Sep-17,03_口座開設一般,SP,RT,YDN,S1.TOPページ離脱,1日～3日,2580,2,,430,NaN,NaN
30-Sep-17,04_海外での利用,PC,RT,YDN,S1.TOPページ離脱,16日～30日,25035,3,,763,NaN,NaN
30-Sep-17,00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,4日～7日,10530,1,,338,NaN,NaN
29-Sep-17,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,3061,8,,695,NaN,NaN
29-Sep-17,03_口座開設一般,SP,RT,YDN,S1.TOPページ離脱,1日～3日,2334,3,,403,NaN,NaN
29-Sep-17,04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,8日～15日,17967,40,,3031,NaN,NaN
29-Sep-17,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,20361,2,,743,NaN,NaN
29-Sep-17,03_口座開設一般,PC,RT,GDN,S4.申込フォーム離脱,-,5289,6,,2818,NaN,NaN
29-Sep-17,05_海外への送金,PC,Listing,Google,-,-,781,16,,6641,2.05,NaN
29-Sep-17,03_口座開設一般,SP,RT,GDN,S4.申込フォーム離脱,-,6445,9,,3124,NaN,NaN
29-Sep-17,03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,328,0,,0,NaN,NaN
29-Sep-17,00_手数料無料,PC,AT,YDN,-,-,17440,1,,55,NaN,NaN
29-Sep-17,05_海外への送金,SP,Listing,Google,-,-,977,37,,12209,1.94,NaN
29-Sep-17,04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,4232,0,,0,NaN,NaN
29-Sep-17,01_指名,PC,Listing,Google,-,-,1636,132,,16688,1.01,NaN
29-Sep-17,04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,16日～30日,27477,49,,3713,NaN,NaN
29-Sep-17,04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,2926,10,,3779,NaN,NaN
29-Sep-17,00_手数料無料,SP,AT,YDN,-,-,24239,41,,5372,NaN,NaN
29-Sep-17,00_手数料無料,PC,RT,GDN,S2.コンテンツ離脱,-,6604,6,,1016,NaN,NaN
29-Sep-17,00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,8日～15日,15828,2,,650,NaN,NaN
29-Sep-17,00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,4日～7日,13585,4,,910,NaN,NaN
29-Sep-17,04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,1日～3日,12731,51,,2834,NaN,NaN
29-Sep-17,04_海外での利用,PC,AT,GDN,CT,-,4,0,,0,NaN,NaN
29-Sep-17,04_海外での利用,PC,RT,YDN,S2.コンテンツ離脱,16日～30日,38544,6,,1081,NaN,NaN
29-Sep-17,00_手数料無料,SP,RT,GDN,S2.コンテンツ離脱,-,7281,12,,1615,NaN,NaN
29-Sep-17,01_指名,SP,Listing,Google,-,-,1185,121,1,9258,1,NaN
29-Sep-17,00_手数料無料,SP,RT,GDN,S4.申込フォーム離脱,-,990,2,,845,NaN,NaN
29-Sep-17,00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,31日～90日,18960,3,,758,NaN,NaN
29-Sep-17,02_指名関連,SP,Listing,Google,-,-,18770,335,,125833,1.66,NaN
29-Sep-17,04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,1265,4,,991,NaN,NaN
29-Sep-17,06_外貨預金,SP,AT,GDN,-,-,4,0,,0,NaN,NaN
29-Sep-17,04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,1997,0,,0,NaN,NaN
29-Sep-17,00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,2661,1,,851,NaN,NaN
29-Sep-17,04_海外での利用,PC,RT,YDN,S2.コンテンツ離脱,1日～3日,27169,22,,2698,NaN,NaN
29-Sep-17,04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,2965,11,,3390,NaN,NaN
29-Sep-17,00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,884,2,,1823,NaN,NaN
29-Sep-17,03_口座開設一般,SP,RT,YDN,S2.コンテンツ離脱,4日～7日,3353,10,,911,NaN,NaN
29-Sep-17,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,3984,0,,0,NaN,NaN
29-Sep-17,06_外貨預金,PC,RT,YDN,S1.TOPページ離脱,1日～3日,46208,11,,3395,NaN,NaN
29-Sep-17,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,2018,3,,467,NaN,NaN
29-Sep-17,03_口座開設一般,SP,RT,YDN,S1.TOPページ離脱,16日～30日,2967,2,,102,NaN,NaN
29-Sep-17,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,856,2,,370,NaN,NaN
29-Sep-17,06_外貨預金,SP,RT,GDN,S1.TOPページ離脱,-,4590,3,,456,NaN,NaN
29-Sep-17,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,4446,1,,38,NaN,NaN
29-Sep-17,00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,1日～3日,24238,4,,1336,NaN,NaN
29-Sep-17,03_口座開設一般,SP,Listing,Google,-,-,7591,278,4,64734,1.6,NaN
29-Sep-17,06_外貨預金,PC,RT,GDN,S1.TOPページ離脱,-,6974,3,,601,NaN,NaN
29-Sep-17,06_外貨預金,PC,Listing,Yahoo!,-,-,194,0,,0,NaN,2.87
29-Sep-17,03_口座開設一般,SP,AT,YDN,-,-,7822,10,,299,NaN,NaN
29-Sep-17,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,13227,26,,2778,NaN,NaN
29-Sep-17,04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,4197,4,,2222,NaN,NaN
29-Sep-17,06_外貨預金,SP,Listing,Yahoo!,-,-,205,1,,457,NaN,2.29
29-Sep-17,06_外貨預金,SP,RT,GDN,S4.申込フォーム離脱,-,8773,6,,2635,NaN,NaN
29-Sep-17,06_外貨預金,PC,RT,GDN,S4.申込フォーム離脱,-,4217,6,,2267,NaN,NaN
29-Sep-17,03_口座開設一般,PC,Listing,Google,-,-,2806,59,,23887,1.88,NaN
29-Sep-17,02_指名関連,PC,Listing,Google,-,-,5160,122,1,49786,1.54,NaN
29-Sep-17,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,34307,7,,1859,NaN,NaN
29-Sep-17,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,1336,0,,0,NaN,NaN
29-Sep-17,04_海外での利用,PC,RT,GDN,S1.TOPページ離脱,-,31682,26,,4750,NaN,NaN
29-Sep-17,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,7105,2,,402,NaN,NaN
29-Sep-17,,,,,,,,,,,NaN,NaN
29-Sep-17,00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,31日～90日,38817,8,,1567,NaN,NaN
29-Sep-17,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,3843,6,,1091,NaN,NaN
29-Sep-17,04_海外での利用,SP,RT,GDN,S1.TOPページ離脱,-,4561,7,,992,NaN,NaN
29-Sep-17,04_海外での利用,PC,RT,YDN,S1.TOPページ離脱,4日～7日,17929,4,,1355,NaN,NaN
29-Sep-17,00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,1232,2,,5126,NaN,NaN
29-Sep-17,03_口座開設一般,SP,RT,YDN,S1.TOPページ離脱,4日～7日,1671,2,,325,NaN,NaN
29-Sep-17,00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,8日～15日,18545,8,,1487,NaN,NaN
29-Sep-17,04_海外での利用,SP,RT,YDN,S1.TOPページ離脱,4日～7日,4113,11,,1249,NaN,NaN
29-Sep-17,06_外貨預金,PC,AT,YDN,ST,-,14866,0,,0,NaN,NaN
29-Sep-17,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,1991,7,,796,NaN,NaN
29-Sep-17,00_手数料無料,PC,RT,GDN,S4.申込フォーム離脱,-,924,1,,773,NaN,NaN
29-Sep-17,00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,456,2,,1333,NaN,NaN
29-Sep-17,03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,331,1,,56,NaN,NaN
29-Sep-17,06_外貨預金,SP,RT,YDN,S1.TOPページ離脱,4日～7日,1992,1,,199,NaN,NaN
29-Sep-17,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,43146,9,,2215,NaN,NaN
29-Sep-17,06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,1025,1,,346,NaN,NaN
29-Sep-17,00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,9625,5,,1320,NaN,NaN
29-Sep-17,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,5380,9,,835,NaN,NaN
29-Sep-17,06_外貨預金,PC,RT,YDN,S1.TOPページ離脱,4日～7日,22277,7,,2329,NaN,NaN
29-Sep-17,03_口座開設一般,PC,RT,GDN,S2.コンテンツ離脱,-,26563,22,,3641,NaN,NaN
29-Sep-17,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,3107,4,,743,NaN,NaN
29-Sep-17,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,7854,4,,1222,NaN,NaN
29-Sep-17,06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,6412,0,,0,NaN,NaN
29-Sep-17,03_口座開設一般,SP,RT,YDN,S1.TOPページ離脱,8日～15日,2264,0,,0,NaN,NaN
29-Sep-17,06_外貨預金,SP,RT,YDN,S2.コンテンツ離脱,1日～3日,3457,13,,986,NaN,NaN
29-Sep-17,03_口座開設一般,SP,RT,GDN,S2.コンテンツ離脱,-,44852,70,,9760,NaN,NaN
29-Sep-17,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,687,1,,208,NaN,NaN
29-Sep-17,04_海外での利用,PC,AT,YDN,ST,-,35277,14,,553,NaN,NaN
29-Sep-17,03_口座開設一般,SP,RT,YDN,S1.TOPページ離脱,31日～90日,2710,2,,197,NaN,NaN
29-Sep-17,04_海外での利用,SP,AT,YDN,ST,-,68788,112,,3408,NaN,NaN
29-Sep-17,06_外貨預金,PC,RT,YDN,S2.コンテンツ離脱,1日～3日,38193,8,,1613,NaN,NaN
29-Sep-17,04_海外での利用,SP,Listing,Yahoo!,-,-,1302,2,,270,NaN,2.04
29-Sep-17,04_海外での利用,SP,Listing,Google,-,-,1064,19,,3448,2.3,NaN
29-Sep-17,04_海外での利用,SP,RT,GDN,S3.口座開設詳細離脱,-,39157,26,,6257,NaN,NaN
29-Sep-17,06_外貨預金,PC,RT,GDN,S2.コンテンツ離脱,-,21271,14,,2652,NaN,NaN
29-Sep-17,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,1541,3,,624,NaN,NaN
29-Sep-17,04_海外での利用,PC,Listing,Yahoo!,-,-,2738,5,,827,NaN,3.93
29-Sep-17,04_海外での利用,PC,RT,GDN,S3.口座開設詳細離脱,-,64097,70,,15943,NaN,NaN
29-Sep-17,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,881,4,,571,NaN,NaN
29-Sep-17,06_外貨預金,PC,RT,YDN,S1.TOPページ離脱,31日～90日,36462,4,,926,NaN,NaN
29-Sep-17,00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,16日～30日,15609,0,,0,NaN,NaN
29-Sep-17,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,4451,5,,608,NaN,NaN
29-Sep-17,06_外貨預金,SP,RT,YDN,S1.TOPページ離脱,8日～15日,2819,0,,0,NaN,NaN
29-Sep-17,06_外貨預金,SP,RT,YDN,S1.TOPページ離脱,31日～90日,3057,2,,163,NaN,NaN
29-Sep-17,04_海外での利用,PC,Listing,Google,-,-,1855,13,,4652,3.3,NaN
29-Sep-17,06_外貨預金,SP,RT,GDN,S2.コンテンツ離脱,-,51741,88,,12206,NaN,NaN
29-Sep-17,06_外貨預金,PC,RT,YDN,S1.TOPページ離脱,8日～15日,30383,3,,884,NaN,NaN
29-Sep-17,06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,5689,1,,82,NaN,NaN
29-Sep-17,04_海外での利用,PC,RT,YDN,S1.TOPページ離脱,1日～3日,32895,13,,2788,NaN,NaN
29-Sep-17,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,5763,6,,1963,NaN,NaN
29-Sep-17,06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,1439,2,,1458,NaN,NaN
29-Sep-17,04_海外での利用,SP,RT,YDN,S1.TOPページ離脱,1日～3日,5757,15,,2299,NaN,NaN
29-Sep-17,03_口座開設一般,SP,RT,YDN,S2.コンテンツ離脱,8日～15日,3995,8,,500,NaN,NaN
29-Sep-17,05_海外への送金,SP,Listing,Yahoo!,-,-,193,3,,745,NaN,1.14
29-Sep-17,00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,4日～7日,11771,3,,991,NaN,NaN
29-Sep-17,04_海外での利用,PC,RT,GDN,S4.申込フォーム離脱,-,13698,13,,4732,NaN,NaN
